,SName,DName,CName,Enroll12,NumTstTakr,AvgScrRead,AvgScrEng,AvgScrMath,AvgScrSci,NumGE21,PctGE21,Year,Unnamed: 17
1571,,Santa Rosa High,Sonoma,1968.0,275.0,25.0,24.0,24.0,24.0,208,75.64,2018-19,
1572,,Sonoma Valley Unified,Sonoma,293.0,47.0,25.0,24.0,23.0,23.0,31,65.96,2018-19,
1573,,Twin Hills Union Elementary,Sonoma,25.0,0.0,,,,,,,2018-19,
1574,,Cotati-Rohnert Park Unified,Sonoma,529.0,73.0,24.0,23.0,22.0,22.0,44,60.27,2018-19,
1575,,Windsor Unified,Sonoma,466.0,116.0,23.0,22.0,21.0,22.0,70,60.34,2018-19,
1576,,Healdsburg Unified,Sonoma,158.0,36.0,24.0,25.0,22.0,22.0,29,80.56,2018-19,
1577,,Stanislaus County Office of Education,Stanislaus,883.0,0.0,,,,,,,2018-19,
1578,,Ceres Unified,Stanislaus,1073.0,34.0,20.0,18.0,18.0,19.0,8,23.53,2018-19,
1579,,Denair Unified,Stanislaus,143.0,3.0,,,,,*,*,2018-19,
1580,,Hart-Ransom Union Elementary,Stanislaus,18.0,6.0,,,,,*,*,2018-19,
1581,,Keyes Union,Stanislaus,25.0,2.0,,,,,*,*,2018-19,
1582,,Modesto City High,Stanislaus,3858.0,511.0,22.0,21.0,21.0,21.0,262,51.27,2018-19,
1583,,Patterson Joint Unified,Stanislaus,458.0,15.0,24.0,22.0,21.0,21.0,7,46.67,2018-19,
1584,,Newman-Crows Landing Unified,Stanislaus,227.0,18.0,23.0,22.0,23.0,22.0,10,55.56,2018-19,
1585,,Hughson Unified,Stanislaus,168.0,12.0,,,,,*,*,2018-19,
1586,,Riverbank Unified,Stanislaus,179.0,2.0,,,,,*,*,2018-19,
1587,,Oakdale Joint Unified,Stanislaus,437.0,38.0,24.0,24.0,23.0,23.0,26,68.42,2018-19,
1588,,Waterford Unified,Stanislaus,359.0,7.0,,,,,*,*,2018-19,
1589,,Turlock Unified,Stanislaus,1240.0,105.0,24.0,22.0,22.0,22.0,68,64.76,2018-19,
1590,,Sutter County Office of Education,Sutter,75.0,0.0,,,,,,,2018-19,
1591,,East Nicolaus Joint Union High,Sutter,79.0,9.0,,,,,*,*,2018-19,
1592,,Live Oak Unified,Sutter,143.0,33.0,19.0,20.0,20.0,20.0,12,36.36,2018-19,
1593,,Marcum-Illinois Union Elementary,Sutter,140.0,6.0,,,,,*,*,2018-19,
1594,,Meridian Elementary,Sutter,131.0,1.0,,,,,*,*,2018-19,
1595,,Nuestro Elementary,Sutter,20.0,0.0,,,,,,,2018-19,
1596,,Sutter Union High,Sutter,189.0,22.0,25.0,22.0,24.0,23.0,17,77.27,2018-19,
1597,,Winship-Robbins,Sutter,78.0,9.0,,,,,*,*,2018-19,
1598,,Yuba City Unified,Sutter,972.0,116.0,23.0,22.0,22.0,23.0,71,61.21,2018-19,
1599,,Tehama County Department of Education,Tehama,47.0,0.0,,,,,,,2018-19,
1600,,Corning Union High,Tehama,228.0,113.0,18.0,18.0,18.0,17.0,33,29.20,2018-19,
1601,,Los Molinos Unified,Tehama,37.0,38.0,17.0,15.0,17.0,17.0,9,23.68,2018-19,
1602,,Red Bluff Joint Union High,Tehama,372.0,151.0,20.0,19.0,20.0,20.0,63,41.72,2018-19,
1603,,Trinity County Office of Education,Trinity,36.0,0.0,,,,,,,2018-19,
1604,,Mountain Valley Unified,Trinity,19.0,0.0,,,,,,,2018-19,
1605,,Trinity Alps Unified,Trinity,93.0,15.0,24.0,24.0,23.0,23.0,11,73.33,2018-19,
1606,,Tulare County Office of Education,Tulare,465.0,14.0,,,,,*,*,2018-19,
1607,,Alpaugh Unified,Tulare,80.0,1.0,,,,,*,*,2018-19,
1608,,Burton Elementary,Tulare,81.0,5.0,,,,,*,*,2018-19,
1609,,Cutler-Orosi Joint Unified,Tulare,292.0,85.0,17.0,15.0,17.0,17.0,10,11.76,2018-19,
1610,,Lindsay Unified,Tulare,293.0,9.0,,,,,*,*,2018-19,
1611,,Stone Corral Elementary,Tulare,35.0,0.0,,,,,,,2018-19,
1612,,Tulare Joint Union High,Tulare,1284.0,177.0,20.0,19.0,20.0,19.0,63,35.59,2018-19,
1613,,Visalia Unified,Tulare,2216.0,187.0,22.0,21.0,21.0,22.0,103,55.08,2018-19,
1614,,Farmersville Unified,Tulare,216.0,46.0,18.0,16.0,17.0,17.0,8,17.39,2018-19,
1615,,Porterville Unified,Tulare,1665.0,283.0,19.0,18.0,19.0,19.0,88,31.10,2018-19,
1616,,Dinuba Unified,Tulare,538.0,96.0,18.0,16.0,17.0,19.0,18,18.75,2018-19,
1617,,Woodlake Unified,Tulare,168.0,30.0,18.0,18.0,19.0,18.0,8,26.67,2018-19,
1618,,Exeter Unified,Tulare,225.0,18.0,25.0,23.0,20.0,23.0,13,72.22,2018-19,
1619,,Tuolumne County Superintendent of Schools,Tuolumne,34.0,0.0,,,,,,,2018-19,
1620,,Sonora Union High,Tuolumne,263.0,11.0,,,,,*,*,2018-19,
1621,,Summerville Union High,Tuolumne,189.0,12.0,,,,,*,*,2018-19,
1622,,Big Oak Flat-Groveland Unified,Tuolumne,32.0,0.0,,,,,,,2018-19,
1623,,Ventura County Office of Education,Ventura,323.0,2.0,,,,,*,*,2018-19,
1624,,Fillmore Unified,Ventura,298.0,29.0,24.0,23.0,23.0,23.0,19,65.52,2018-19,
1625,,Mesa Union Elementary,Ventura,18.0,1.0,,,,,*,*,2018-19,
1626,,Ojai Unified,Ventura,192.0,15.0,26.0,26.0,24.0,24.0,13,86.67,2018-19,
1627,,Oxnard Union High,Ventura,4063.0,317.0,22.0,21.0,21.0,21.0,161,50.79,2018-19,
1628,,Simi Valley Unified,Ventura,1416.0,159.0,25.0,25.0,24.0,24.0,122,76.73,2018-19,
1629,,Ventura Unified,Ventura,1301.0,213.0,24.0,22.0,22.0,22.0,132,61.97,2018-19,
1630,,Conejo Valley Unified,Ventura,1767.0,421.0,27.0,27.0,26.0,26.0,358,85.04,2018-19,
1631,,Oak Park Unified,Ventura,438.0,157.0,29.0,29.0,27.0,27.0,147,93.63,2018-19,
1632,,Moorpark Unified,Ventura,505.0,112.0,25.0,24.0,24.0,24.0,88,78.57,2018-19,
1633,,Santa Paula Unified,Ventura,429.0,126.0,20.0,18.0,19.0,20.0,44,34.92,2018-19,
1634,,Yolo County Office of Education,Yolo,87.0,0.0,,,,,,,2018-19,
1635,,Davis Joint Unified,Yolo,717.0,156.0,28.0,27.0,28.0,27.0,145,92.95,2018-19,
1636,,Esparto Unified,Yolo,46.0,0.0,,,,,,,2018-19,
1637,,Washington Unified,Yolo,563.0,54.0,21.0,19.0,20.0,20.0,23,42.59,2018-19,
1638,,Winters Joint Unified,Yolo,119.0,6.0,,,,,*,*,2018-19,
1639,,Woodland Joint Unified,Yolo,767.0,139.0,20.0,19.0,19.0,20.0,53,38.13,2018-19,
1640,,Yuba County Office of Education,Yuba,166.0,0.0,,,,,,,2018-19,
1641,,Camptonville Elementary,Yuba,42.0,4.0,,,,,*,*,2018-19,
1642,,Marysville Joint Unified,Yuba,602.0,42.0,20.0,18.0,19.0,19.0,17,40.48,2018-19,
1643,,Wheatland Union High,Yuba,167.0,18.0,23.0,21.0,21.0,22.0,10,55.56,2018-19,
1644,Napa High,Napa Valley Unified,Napa,432.0,59.0,22.0,22.0,22.0,22.0,36,61.02,2018-19,
1645,Napa Valley Independent Studies,Napa Valley Unified,Napa,53.0,0.0,,,,,,,2018-19,
1646,Nathaniel Narbonne Senior High,Los Angeles Unified,Los Angeles,543.0,50.0,21.0,19.0,20.0,21.0,23,46.00,2018-19,
1647,National University Academy,Lakeside Union Elementary,San Diego,21.0,1.0,,,,,*,*,2018-19,
1648,National University Academy 1001 STEAM,San Diego Unified,San Diego,26.0,0.0,,,,,,,2018-19,
1649,Natomas Charter,Natomas Unified,Sacramento,117.0,18.0,23.0,24.0,22.0,22.0,12,66.67,2018-19,
1650,Natomas High,Natomas Unified,Sacramento,243.0,199.0,15.0,13.0,16.0,15.0,18,9.05,2018-19,
1651,Natomas Pacific Pathways Prep,Natomas Unified,Sacramento,155.0,17.0,25.0,23.0,23.0,22.0,13,76.47,2018-19,
1652,NAVA College Preparatory Academy,Los Angeles Unified,Los Angeles,153.0,6.0,,,,,*,*,2018-19,
1653,Nea Community Learning Center,Alameda Unified,Alameda,18.0,1.0,,,,,*,*,2018-19,
1654,Needles High,Needles Unified,San Bernardino,63.0,6.0,,,,,*,*,2018-19,
1655,Nevada Union High,Nevada Joint Union High,Nevada,353.0,34.0,27.0,25.0,25.0,24.0,27,79.41,2018-19,
1656,New Day Academy,Whitmore Union Elementary,Shasta,25.0,1.0,,,,,*,*,2018-19,
1657,New Designs Charter,Los Angeles Unified,Los Angeles,86.0,68.0,17.0,16.0,18.0,17.0,7,10.29,2018-19,
1658,New Designs Charter School-Watts,Los Angeles Unified,Los Angeles,47.0,25.0,14.0,11.0,15.0,15.0,0,0.00,2018-19,
1659,New Millennium Secondary,Los Angeles Unified,Los Angeles,42.0,3.0,,,,,*,*,2018-19,
1660,New Open World Academy K-12,Los Angeles Unified,Los Angeles,85.0,3.0,,,,,*,*,2018-19,
1661,New Opportunities Charter,Centinela Valley Union High,Los Angeles,78.0,0.0,,,,,,,2018-19,
1662,New Technology High,Sacramento City Unified,Sacramento,43.0,3.0,,,,,*,*,2018-19,
1663,New Technology High,Napa Valley Unified,Napa,97.0,9.0,,,,,*,*,2018-19,
1664,New Village Girls Academy,Los Angeles Unified,Los Angeles,19.0,10.0,,,,,*,*,2018-19,
1665,New West Charter,SBE - New West Charter,Los Angeles,90.0,19.0,27.0,28.0,24.0,25.0,16,84.21,2018-19,
1666,Newark Memorial High,Newark Unified,Alameda,397.0,31.0,22.0,22.0,22.0,22.0,22,70.97,2018-19,
1667,Newbury Park High,Conejo Valley Unified,Ventura,596.0,154.0,27.0,26.0,26.0,25.0,127,82.47,2018-19,
1668,Newport Harbor High,Newport-Mesa Unified,Orange,548.0,237.0,25.0,25.0,24.0,24.0,169,71.31,2018-19,
1669,Nipomo High,Lucia Mar Unified,San Luis Obispo,226.0,23.0,22.0,21.0,21.0,23.0,14,60.87,2018-19,
1670,Nogales High,Rowland Unified,Los Angeles,433.0,68.0,19.0,17.0,18.0,19.0,16,23.53,2018-19,
1671,Norco High,Corona-Norco Unified,Riverside,472.0,58.0,23.0,21.0,22.0,22.0,37,63.79,2018-19,
1672,Nordhoff High,Ojai Unified,Ventura,157.0,15.0,26.0,26.0,24.0,24.0,13,86.67,2018-19,
1673,Norte Vista High,Alvord Unified,Riverside,483.0,63.0,20.0,18.0,19.0,18.0,18,28.57,2018-19,
1674,North Bay Met Academy,Windsor Unified,Sonoma,42.0,0.0,,,,,,,2018-19,
1675,North County Trade Tech High,Vista Unified,San Diego,38.0,0.0,,,,,,,2018-19,
1676,North High,Kern High,Kern,404.0,16.0,22.0,20.0,20.0,21.0,8,50.00,2018-19,
1677,North High,Torrance Unified,Los Angeles,448.0,73.0,24.0,23.0,24.0,23.0,50,68.49,2018-19,
1678,North Hollywood Senior High,Los Angeles Unified,Los Angeles,573.0,52.0,27.0,27.0,26.0,25.0,38,73.08,2018-19,
1679,North Monterey County Center for Independent Study,North Monterey County Unified,Monterey,50.0,0.0,,,,,,,2018-19,
1680,North Monterey County High,North Monterey County Unified,Monterey,297.0,42.0,19.0,17.0,18.0,20.0,10,23.81,2018-19,
1681,North Point Academy,Nevada Joint Union High,Nevada,39.0,0.0,,,,,,,2018-19,
1682,North Salinas High,Salinas Union High,Monterey,498.0,50.0,20.0,19.0,19.0,19.0,16,32.00,2018-19,
1683,North Star Independent Study,Amador County Unified,Amador,17.0,0.0,,,,,,,2018-19,
1684,North State Independence High,Shasta Union High,Shasta,53.0,0.0,,,,,,,2018-19,
1685,North Tahoe High,Tahoe-Truckee Unified,Placer,103.0,32.0,26.0,24.0,25.0,25.0,26,81.25,2018-19,
1686,North Valley Military Institute College Preparatory Academy,Los Angeles County Office of Education,Los Angeles,54.0,5.0,,,,,*,*,2018-19,
1687,Northcoast Preparatory and Performing Arts Academy,Humboldt County Office of Education,Humboldt,25.0,0.0,,,,,,,2018-19,
1688,Northern Summit Academy,Whitmore Union Elementary,Shasta,26.0,0.0,,,,,,,2018-19,
1689,Northern United - Humboldt Charter,Humboldt County Office of Education,Humboldt,33.0,0.0,,,,,,,2018-19,
1690,Northern United - Siskiyou Charter,Siskiyou County Office of Education,Siskiyou,20.0,0.0,,,,,,,2018-19,
1691,Northgate High,Mt. Diablo Unified,Contra Costa,364.0,180.0,27.0,27.0,26.0,26.0,148,82.22,2018-19,
1692,Northridge Academy High,Los Angeles Unified,Los Angeles,235.0,12.0,,,,,*,*,2018-19,
1693,Northview High,Covina-Valley Unified,Los Angeles,325.0,46.0,20.0,18.0,20.0,19.0,15,32.61,2018-19,
1694,Northwest Prep Charter,Piner-Olivet Union Elementary,Sonoma,17.0,0.0,,,,,,,2018-19,
1695,Northwood High,Irvine Unified,Orange,623.0,234.0,29.0,30.0,29.0,29.0,218,93.16,2018-19,
1696,Norwalk High,Norwalk-La Mirada Unified,Los Angeles,453.0,86.0,19.0,17.0,17.0,18.0,19,22.09,2018-19,
1697,NOVA Academy - Coachella,Coachella Valley Unified,Riverside,38.0,15.0,20.0,18.0,19.0,19.0,5,33.33,2018-19,
1698,Nova Academy Early College High,Santa Ana Unified,Orange,98.0,42.0,19.0,17.0,18.0,19.0,11,26.19,2018-19,
1699,Nova Education Center,Novato Unified,Marin,13.0,2.0,,,,,*,*,2018-19,
1700,Novato High,Novato Unified,Marin,326.0,88.0,23.0,23.0,23.0,22.0,54,61.36,2018-19,
1701,Nuview Bridge Early College High,Nuview Union,Riverside,157.0,169.0,19.0,17.0,20.0,19.0,58,34.32,2018-19,
1702,Oak Grove High,East Side Union High,Santa Clara,399.0,37.0,23.0,22.0,23.0,22.0,21,56.76,2018-19,
1703,Oak Hills High,Hesperia Unified,San Bernardino,570.0,154.0,20.0,18.0,20.0,19.0,58,37.66,2018-19,
1704,Oak Park High,Oak Park Unified,Ventura,377.0,152.0,29.0,29.0,27.0,27.0,143,94.08,2018-19,
1705,Oak Park Independent,Oak Park Unified,Ventura,41.0,5.0,,,,,*,*,2018-19,
